company_id,company_name,year,quarter,report_type,revenue_q,revenue_q_prev,revenue_yoy,gross_profit_q,gross_profit_q_prev,gross_profit_yoy,operating_income_q,operating_income_q_prev,operating_income_yoy,net_income_q,net_income_q_prev,net_income_yoy,eps_q,eps_q_prev,eps_change_q,revenue_ytd,revenue_ytd_prev,revenue_ytd_yoy,gross_profit_ytd,gross_profit_ytd_prev,gross_profit_ytd_yoy,operating_income_ytd,operating_income_ytd_prev,operating_income_ytd_yoy,net_income_ytd,net_income_ytd_prev,net_income_ytd_yoy,eps_ytd,eps_ytd_prev,eps_change_ytd,total_assets_q,total_assets_q_prev,total_liabilities_q,total_liabilities_q_prev,debt_ratio_q,debt_ratio_q_prev,debt_ratio_yoy_change,gross_margin_q,gross_margin_q_prev,gross_margin_yoy_change,operating_margin_q,operating_margin_q_prev,operating_margin_yoy_change,net_margin_q,net_margin_q_prev,net_margin_yoy_change
1101,臺灣水泥股份有限公司,2025,3,合併,39066.9,41075.04,-4.89,8843.98,9968.92,-11.28,5140.08,6269.91,-18.02,-10200.12,3141.23,-424.72,-1.36,0.42,-1.78,109377.58,105588.49,3.59,20084.53,21311.95,-5.76,8555.98,11795.13,-27.46,-9239.4,7363.97,-225.47,-1.28,0.93,-2.21,581076.43,586487.54,300508.56,283103.82,51.72,48.27,3.45,22.64,24.27,-1.63,13.16,15.26,-2.1,-26.11,7.65,-33.76
1102,亞洲水泥股份有限公司,2025,3,合併,17888.57,19953.2,-10.35,2986.13,2808.55,6.32,2415.43,1928.71,25.24,3791.12,1896.25,99.93,1.13,0.57,0.56,53149.01,55437.72,-4.13,8731.24,7419.22,17.68,6608.11,4767.1,38.62,8085.15,9087.9,-11.03,2.42,2.72,-0.3,317375.2,328791.6,121052.19,128053.63,38.14,38.95,-0.81,16.69,14.08,2.61,13.5,9.67,3.83,21.19,9.5,11.69
1103,嘉新水泥股份有限公司,2025,3,合併,723.66,775.74,-6.71,112.7,127.36,-11.51,-38.03,-54.49,30.21,687.56,484.6,41.88,1.04,0.74,0.3,2244.68,2213.18,1.42,362.36,350.82,3.29,-37.63,-81.02,53.55,478.87,517.89,-7.53,0.73,0.79,-0.06,33271.28,36003.48,14452.04,13545.35,43.44,37.62,5.82,15.57,16.42,-0.85,-5.26,-7.02,1.76,95.01,62.47,32.54
1104,環球水泥股份有限公司,2025,3,合併,1885.54,1872.79,0.68,388.43,346.01,12.26,245.66,236.02,4.08,561.55,474.48,18.35,0.82,0.69,0.13,5783.02,5873.44,-1.54,1217.08,1163.24,4.63,812.43,782.57,3.82,1236.84,1105.59,11.87,1.8,1.61,0.19,29626.74,29074.62,5622.46,5013.1,18.98,17.24,1.74,20.6,18.48,2.12,13.03,12.6,0.43,29.78,25.34,4.44
1108,幸福水泥股份有限公司,2025,3,合併,1052.09,1144.7,-8.09,214.55,190.62,12.55,151.08,136.12,10.99,121.12,107.92,12.23,0.3,0.27,0.03,3425.38,3554.78,-3.64,710.38,668.19,6.31,1039.06,469.97,121.09,815.94,362.66,124.99,2.02,0.9,1.12,10231.72,10100.51,4542.45,5060.36,44.4,50.1,-5.7,20.39,16.65,3.74,14.36,11.89,2.47,11.51,9.43,2.08
1109,信大水泥股份有限公司,2025,3,合併,1060.57,1059.07,0.14,179.57,184.4,-2.62,117.12,103.18,13.51,104.65,61.98,68.84,0.31,0.18,0.13,3312.27,3532.18,-6.23,544.83,732.68,-25.64,332.18,468.68,-29.12,271.77,370.7,-26.69,0.8,1.08,-0.28,11001.35,11116.56,1041.55,1015.17,9.47,9.13,0.34,16.93,17.41,-0.48,11.04,9.74,1.3,9.87,5.85,4.02
1110,東南水泥股份有限公司,2025,3,合併,653.3,890.64,-26.65,110.89,190.99,-41.94,59.47,141.0,-57.82,121.48,199.86,-39.22,0.21,0.35,-0.14,2142.29,2072.16,3.38,320.07,386.1,-17.1,189.99,278.07,-31.68,163.94,287.75,-43.03,0.29,0.5,-0.21,12726.91,12552.86,3101.73,3066.63,24.37,24.43,-0.06,16.97,21.44,-4.47,9.1,15.83,-6.73,18.6,22.44,-3.84
1201,味全食品工業股份有限公司,2025,3,合併,5985.81,6506.1,-8.0,1588.1,1783.77,-10.97,109.58,217.54,-49.63,79.69,140.4,-43.24,0.16,0.28,-0.12,16717.79,17746.41,-5.8,4559.52,4902.6,-7.0,373.07,510.75,-26.96,215.86,375.11,-42.45,0.43,0.74,-0.31,17802.7,18009.06,10313.05,10358.16,57.93,57.52,0.41,26.53,27.42,-0.89,1.83,3.34,-1.51,1.33,2.16,-0.83
1203,味王股份有限公司,2025,3,合併,1382.94,1443.72,-4.21,460.49,450.25,2.27,218.1,192.4,13.36,150.17,102.58,46.39,0.64,0.44,0.2,4337.94,4524.64,-4.13,1521.93,1495.07,1.8,746.28,731.38,2.04,303.1,374.63,-19.09,1.28,1.58,-0.3,10407.31,10332.52,3353.75,3415.61,32.22,33.06,-0.84,33.3,31.19,2.11,15.77,13.33,2.44,10.86,7.11,3.75
1210,大成長城企業股份有限公司,2025,3,合併,24677.21,25858.17,-4.57,3664.07,3705.4,-1.12,1080.66,1116.19,-3.18,780.85,841.8,-7.24,0.93,1.0,-0.07,75015.43,76102.72,-1.43,10818.71,10872.24,-0.49,3422.91,3805.91,-10.06,2235.77,2473.75,-9.62,2.67,2.94,-0.27,70504.97,67765.93,37275.97,34749.92,52.87,51.28,1.59,14.85,14.33,0.52,4.38,4.32,0.06,3.16,3.26,-0.1
1213,大西洋飲料股份有限公司,2025,3,合併,91.59,63.68,43.83,-0.38,-2.43,84.36,-10.61,-14.28,25.7,-11.12,-17.95,38.05,-0.2,-0.32,0.12,226.78,138.93,63.23,-4.81,-29.45,83.67,-34.2,-59.07,42.1,-36.85,-42.56,13.42,-0.65,-0.75,0.1,790.01,955.54,126.25,770.89,15.98,80.68,-64.7,-0.42,-3.82,3.4,-11.59,-22.42,10.83,-12.14,-28.19,16.05
1215,台灣卜蜂企業股份有限公司,2025,3,合併,7094.16,7013.97,1.14,1576.02,1038.06,51.82,1008.01,431.44,133.64,879.97,513.33,71.42,2.99,1.74,1.25,20852.15,20631.06,1.07,4504.53,3189.41,41.23,2840.76,1451.47,95.72,2340.21,1259.01,85.88,7.94,4.27,3.67,30846.68,29827.4,18784.17,19160.1,60.9,64.24,-3.34,22.22,14.8,7.42,14.21,6.15,8.06,12.4,7.32,5.08
1216,統一企業股份有限公司,2025,3,合併,176326.13,178921.76,-1.45,59082.08,59035.05,0.08,10476.79,10956.19,-4.38,5994.89,6088.94,-1.54,1.06,1.07,-0.01,515163.66,499797.98,3.07,172538.65,165235.3,4.42,30786.6,28786.52,6.95,16664.6,17531.97,-4.95,2.93,3.09,-0.16,717115.18,704898.84,518138.23,503445.99,72.25,71.42,0.83,33.51,32.99,0.52,5.94,6.12,-0.18,3.4,3.4,0.0
1217,愛之味股份有限公司,2025,3,合併,1604.53,1700.84,-5.66,440.93,481.37,-8.4,43.92,67.15,-34.59,178.12,112.63,58.15,0.36,0.23,0.13,4032.26,4062.43,-0.74,1114.14,1156.56,-3.67,108.89,147.68,-26.27,154.46,309.02,-50.02,0.31,0.62,-0.31,15635.38,15254.86,7345.46,6937.94,46.98,45.48,1.5,27.48,28.3,-0.82,2.74,3.95,-1.21,11.1,6.62,4.48
1218,泰山企業股份有限公司,2025,3,合併,2802.8,2968.24,-5.57,527.1,602.07,-12.45,114.28,239.66,-52.32,198.2,268.02,-26.05,0.41,0.55,-0.14,7732.3,8280.05,-6.62,1386.03,1488.95,-6.91,358.0,520.39,-31.21,519.79,626.42,-17.02,1.07,1.29,-0.22,14516.92,14691.34,1823.71,1975.99,12.56,13.45,-0.89,18.81,20.28,-1.47,4.08,8.07,-3.99,7.07,9.03,-1.96
1219,福壽實業股份有限公司,2025,3,合併,3468.96,3524.65,-1.58,325.06,311.67,4.3,27.5,0.24,11358.33,64.69,13.12,393.06,0.19,0.04,0.15,10596.85,10559.02,0.36,861.44,962.09,-10.46,-38.3,60.93,-162.86,85.5,121.77,-29.79,0.25,0.36,-0.11,9585.17,9875.61,5028.44,5303.13,52.46,53.7,-1.24,9.37,8.84,0.53,0.79,0.01,0.78,1.86,0.37,1.49
1220,台榮產業股份有限公司,2025,3,合併,845.57,833.64,1.43,136.23,148.42,-8.21,49.89,75.69,-34.09,42.52,59.84,-28.94,0.24,0.34,-0.1,2405.23,2408.79,-0.15,274.65,459.64,-40.25,37.6,236.55,-84.1,22.52,186.58,-87.93,0.13,1.06,-0.93,3490.43,3308.54,930.82,667.2,26.67,20.17,6.5,16.11,17.8,-1.69,5.9,9.08,-3.18,5.03,7.18,-2.15
1225,福懋油脂股份有限公司,2025,3,合併,2822.18,3172.62,-11.05,298.19,257.44,15.83,129.66,101.67,27.53,87.21,68.8,26.76,0.36,0.28,0.08,8999.76,9557.28,-5.83,841.5,807.77,4.18,362.64,342.91,5.75,271.84,275.62,-1.37,1.12,1.14,-0.02,8080.65,8690.73,3808.31,4790.76,47.13,55.12,-7.99,10.57,8.11,2.46,4.59,3.2,1.39,3.09,2.17,0.92
1227,佳格食品股份有限公司,2025,3,合併,7281.27,7633.93,-4.62,1679.4,1963.76,-14.48,324.46,640.47,-49.34,375.29,494.53,-24.11,0.41,0.54,-0.13,20336.37,20787.3,-2.17,5111.88,5155.26,-0.84,1006.6,1397.59,-27.98,850.36,1262.67,-32.65,0.94,1.39,-0.45,27413.19,26819.69,9263.86,8744.77,33.79,32.61,1.18,23.06,25.72,-2.66,4.46,8.39,-3.93,5.15,6.48,-1.33
1229,聯華實業控股股份有限公司,2025,3,合併,3231.6,2784.39,16.06,690.4,428.9,60.97,322.98,68.68,370.27,1275.56,754.86,68.98,0.71,0.42,0.29,9763.22,9774.04,-0.11,2600.51,2160.17,20.38,1620.04,1134.39,42.81,3585.85,3201.0,12.02,2.0,1.79,0.21,98835.43,86968.38,19376.75,18896.17,19.61,21.73,-2.12,21.36,15.4,5.96,9.99,2.47,7.52,39.47,27.11,12.36
1231,聯華食品工業股份有限公司,2025,3,合併,3381.02,3184.22,6.18,675.1,670.62,0.67,260.3,289.6,-10.12,314.81,229.89,36.94,1.05,0.77,0.28,9486.47,8740.02,8.54,1880.65,1786.82,5.25,724.73,688.06,5.33,668.59,735.86,-9.14,2.24,2.47,-0.23,14694.01,13900.25,7913.87,7767.02,53.86,55.88,-2.02,19.97,21.06,-1.09,7.7,9.09,-1.39,9.31,7.22,2.09
1232,大統益股份有限公司,2025,3,合併,5335.06,5411.91,-1.42,687.92,610.9,12.61,387.75,335.32,15.64,304.88,256.99,18.63,1.91,1.61,0.3,15836.43,16376.35,-3.3,2084.37,2004.8,3.97,1203.37,1189.37,1.18,933.56,963.47,-3.1,5.84,6.02,-0.18,8852.24,8919.21,3144.96,3447.66,35.53,38.65,-3.12,12.89,11.29,1.6,7.27,6.2,1.07,5.71,4.75,0.96
1233,天仁茶業股份有限公司,2025,3,合併,526.5,537.67,-2.08,315.71,316.91,-0.38,10.29,13.86,-25.76,12.68,11.58,9.5,0.14,0.13,0.01,1599.94,1634.31,-2.1,953.39,961.11,-0.8,53.63,61.87,-13.32,49.86,65.47,-23.84,0.55,0.72,-0.17,2193.42,2251.16,854.33,836.6,38.95,37.16,1.79,59.96,58.94,1.02,1.95,2.58,-0.63,2.41,2.15,0.26
1234,黑松股份有限公司,2025,3,合併,2611.66,3057.12,-14.57,858.7,1034.76,-17.01,193.03,327.79,-41.11,245.28,365.83,-32.95,0.61,0.91,-0.3,7308.38,7975.74,-8.37,2114.24,2417.6,-12.55,296.77,619.53,-52.1,631.63,790.81,-20.13,1.57,1.97,-0.4,24151.8,23803.71,5458.51,5121.0,22.6,21.51,1.09,32.88,33.85,-0.97,7.39,10.72,-3.33,9.39,11.97,-2.58
1235,興泰實業股份有限公司,2025,3,合併,51.49,32.83,56.84,14.41,8.73,65.06,1.33,-1.76,175.57,7.1,62.98,-88.73,0.06,0.51,-0.45,119.66,73.61,62.56,33.0,23.49,40.49,4.92,-11.68,142.12,71.99,150.52,-52.17,0.59,1.23,-0.64,5550.79,6276.78,2473.32,2756.93,44.56,43.92,0.64,27.98,26.6,1.38,2.58,-5.37,7.95,13.79,191.81,-178.02
1236,宏亞食品股份有限公司,2025,3,合併,528.09,504.26,4.73,149.0,127.19,17.15,19.82,-8.46,334.28,25.55,-0.51,5109.8,0.29,-0.01,0.3,1378.07,1420.93,-3.02,351.66,353.58,-0.54,-22.68,-32.09,29.32,-19.68,-18.55,-6.09,-0.23,-0.21,-0.02,3769.77,3920.06,1262.18,1328.61,33.48,33.89,-0.41,28.21,25.22,2.99,3.75,-1.68,5.43,4.84,-0.1,4.94
1256,鮮活控股股份有限公司,2025,3,合併,1444.36,1302.46,10.89,425.53,360.75,17.96,241.14,180.06,33.92,168.69,140.44,20.12,4.98,4.15,0.83,3241.47,3368.6,-3.77,926.02,875.13,5.82,435.81,362.58,20.2,315.38,277.86,13.5,9.32,8.21,1.11,4599.26,4503.39,1166.39,1053.8,25.36,23.4,1.96,29.46,27.7,1.76,16.7,13.82,2.88,11.68,10.78,0.9
1301,台灣塑膠工業股份有限公司,2025,3,合併,41717.95,50492.25,-17.38,576.05,2491.32,-76.88,-2684.61,-1507.18,-78.12,-602.12,-3092.47,80.53,-0.09,-0.49,0.4,134307.26,149709.59,-10.29,4624.17,8062.88,-42.65,-5138.96,-2782.64,-84.68,-7177.39,-1507.02,-376.26,-1.13,-0.24,-0.89,489417.16,521676.63,197520.23,206748.28,40.36,39.63,0.73,1.38,4.93,-3.55,-6.44,-2.98,-3.46,-1.44,-6.12,4.68
1303,南亞塑膠工業股份有限公司,2025,3,合併,64177.49,66423.31,-3.38,5321.26,5515.92,-3.53,1036.36,994.09,4.25,3256.14,65.76,4851.55,0.41,0.01,0.4,195445.09,191459.55,2.08,15622.74,14068.8,11.05,2374.37,707.89,235.42,-406.81,3041.95,-113.37,-0.05,0.38,-0.43,588213.36,631671.24,243647.3,259083.51,41.42,41.02,0.4,8.29,8.3,-0.01,1.61,1.5,0.11,5.07,0.1,4.97
1304,台灣聚合化學品股份有限公司,2025,3,合併,10505.77,12903.25,-18.58,173.56,307.76,-43.61,-846.22,-869.76,2.71,-479.3,-658.87,27.25,-0.45,-0.62,0.17,34227.46,38387.77,-10.84,817.31,1938.73,-57.84,-2223.92,-1258.39,-76.73,-1982.2,-1304.19,-51.99,-1.85,-1.22,-0.63,64559.96,72060.87,27644.78,27564.58,42.82,38.25,4.57,1.65,2.39,-0.74,-8.05,-6.74,-1.31,-4.56,-5.11,0.55
1305,華夏海灣塑膠股份有限公司,2025,3,合併,2265.11,2562.29,-11.6,-64.07,-259.81,75.34,-296.35,-520.81,43.1,-103.3,-411.49,74.9,-0.18,-0.71,0.53,7385.4,8542.92,-13.55,-361.85,234.53,-254.29,-1071.3,-574.76,-86.39,-777.34,-348.76,-122.89,-1.34,-0.6,-0.74,17141.54,17992.74,8786.15,8372.21,51.26,46.53,4.73,-2.83,-10.14,7.31,-13.08,-20.33,7.25,-4.56,-16.06,11.5
1307,三芳化學工業股份有限公司,2025,3,合併,2845.95,3110.96,-8.52,877.76,1024.58,-14.33,385.56,541.32,-28.77,417.01,385.86,8.07,1.05,0.97,0.08,8251.58,8212.74,0.47,2602.75,2565.4,1.46,1192.08,1213.66,-1.78,798.72,1099.09,-27.33,2.01,2.76,-0.75,16982.43,16926.85,7543.89,7236.47,44.42,42.75,1.67,30.84,32.93,-2.09,13.55,17.4,-3.85,14.65,12.4,2.25
1308,亞洲聚合股份有限公司及子公司,2025,3,合併,1465.84,1422.23,3.07,9.53,7.5,27.07,-53.96,-54.83,1.59,-152.84,-214.67,28.8,-0.26,-0.36,0.1,4340.67,4478.4,-3.08,157.87,114.92,37.37,-28.68,-65.02,55.89,-685.99,-474.31,-44.63,-1.16,-0.8,-0.36,12273.95,14183.3,1819.56,1752.36,14.82,12.36,2.46,0.65,0.53,0.12,-3.68,-3.86,0.18,-10.43,-15.09,4.66
1309,台達化學工業股份有限公司,2025,3,合併,3392.44,5185.91,-34.58,126.34,341.73,-63.03,-132.82,-68.08,-95.09,-73.44,-98.97,25.8,-0.18,-0.25,0.07,11474.81,13919.66,-17.56,493.36,580.57,-15.02,-302.17,-354.45,14.75,-370.84,-239.93,-54.56,-0.93,-0.6,-0.33,8752.79,9853.49,3082.42,3520.26,35.22,35.73,-0.51,3.72,6.59,-2.87,-3.92,-1.31,-2.61,-2.16,-1.91,-0.25
1310,台灣苯乙烯工業股份有限公司,2025,3,合併,2220.09,3032.9,-26.8,-117.27,-153.96,23.83,-163.42,-200.98,18.69,-124.53,-176.44,29.42,-0.24,-0.34,0.1,6960.17,8692.01,-19.92,-415.95,-200.97,-106.97,-546.38,-354.24,-54.24,-496.62,-203.94,-143.51,-0.94,-0.39,-0.55,9442.42,9341.08,2538.19,2315.4,26.88,24.79,2.09,-5.28,-5.08,-0.2,-7.36,-6.63,-0.73,-5.61,-5.82,0.21
1312,國喬石油化學股份有限公司,2025,3,合併,4831.35,4315.4,11.96,-672.48,70.28,-1056.86,-1234.14,-467.09,-164.22,-1472.27,-320.79,-358.95,-1.33,-0.29,-1.04,15848.48,12623.77,25.54,-1193.22,405.48,-394.27,-2996.91,-1019.08,-194.08,-3159.91,-1061.01,-197.82,-2.86,-0.96,-1.9,63616.76,63498.01,31657.38,26294.36,49.76,41.41,8.35,-13.92,1.63,-15.55,-25.54,-10.82,-14.72,-30.47,-7.43,-23.04
1313,聯成化學科技股份有限公司,2025,3,合併,14588.79,17004.41,-14.21,139.69,-263.72,152.97,-498.23,-886.24,43.78,-331.8,-726.35,54.32,-0.25,-0.55,0.3,44121.42,55211.41,-20.09,952.19,-649.21,246.67,-939.46,-2515.1,62.65,-743.76,-2078.67,64.22,-0.56,-1.57,1.01,55206.51,56543.43,25495.84,27793.59,46.18,49.15,-2.97,0.96,-1.55,2.51,-3.42,-5.21,1.79,-2.27,-4.27,2.0
1314,中國石油化學工業開發股份有限公司,2025,3,合併,4446.19,7127.84,-37.62,-545.29,-11.0,-4857.18,-938.53,-510.33,-83.91,-903.97,-576.99,-56.67,-0.24,-0.15,-0.09,15851.24,23359.68,-32.14,-1105.75,763.71,-244.79,-2436.29,-665.64,-266.01,-2839.48,-115.48,-2358.85,-0.75,-0.03,-0.72,130046.55,145292.19,54022.79,66015.18,41.54,45.44,-3.9,-12.26,-0.15,-12.11,-21.11,-7.16,-13.95,-20.33,-8.09,-12.24
1315,達新工業股份有限公司,2025,3,合併,590.89,510.67,15.71,66.97,59.87,11.86,-25.39,-27.94,9.13,136.34,44.42,206.93,1.43,0.46,0.97,1748.42,1525.17,14.64,227.03,187.09,21.35,-45.9,-90.41,49.23,94.17,143.55,-34.4,0.99,1.5,-0.51,10125.42,10682.72,697.31,792.42,6.89,7.42,-0.53,11.33,11.72,-0.39,-4.3,-5.47,1.17,23.07,8.7,14.37
1316,上曜建設開發股份有限公司,2025,3,合併,1111.23,363.01,206.12,527.64,90.16,485.23,160.64,-19.12,940.17,-43.98,-22.18,-98.29,-0.13,-0.08,-0.05,2821.27,964.9,192.39,1230.97,296.93,314.57,352.4,-36.6,1062.84,-241.85,-77.48,-212.15,-0.74,-0.29,-0.45,21539.16,16968.75,9668.0,8008.9,44.89,47.2,-2.31,47.48,24.84,22.64,14.46,-5.27,19.73,-3.96,-6.11,2.15
1319,東陽實業廠股份有限公司,2025,3,合併,5401.84,6315.45,-14.47,1512.45,2056.98,-26.47,618.6,1179.27,-47.54,657.18,882.78,-25.56,1.11,1.49,-0.38,18586.57,18675.48,-0.48,6235.82,6142.06,1.53,3426.44,3477.59,-1.47,2579.59,3095.73,-16.67,4.36,5.23,-0.87,36232.91,34804.11,8933.99,8068.63,24.66,23.18,1.48,28.0,32.57,-4.57,11.45,18.67,-7.22,12.17,13.98,-1.81
1321,大洋塑膠工業股份有限公司,2025,3,合併,798.31,1022.54,-21.93,31.64,35.59,-11.1,-49.39,-63.49,22.21,-29.39,-24.18,-21.55,-0.13,-0.11,-0.02,2742.89,3467.92,-20.91,200.02,236.39,-15.39,-68.2,-60.53,-12.67,-162.42,163.52,-199.33,-0.74,0.74,-1.48,11432.97,11977.76,5620.34,5803.74,49.16,48.45,0.71,3.96,3.48,0.48,-6.19,-6.21,0.02,-3.68,-2.36,-1.32
1323,永裕塑膠工業股份有限公司,2025,3,合併,483.15,568.08,-14.95,57.5,69.14,-16.84,-11.0,-20.09,45.25,4.88,180.32,-97.29,0.05,1.98,-1.93,1525.3,2124.09,-28.19,194.55,364.3,-46.6,-9.12,68.45,-113.32,5.3,230.5,-97.7,0.06,2.53,-2.47,4608.1,4880.56,2143.18,2258.82,46.51,46.28,0.23,11.9,12.17,-0.27,-2.28,-3.54,1.26,1.01,31.74,-30.73
1324,地球綜合工業股份有限公司,2025,3,合併,175.48,182.48,-3.84,21.83,34.04,-35.87,-13.46,-1.79,-651.96,-9.93,-2.07,-379.71,-0.13,-0.03,-0.1,552.24,587.25,-5.96,80.11,109.44,-26.8,-50.46,-1.9,-2555.79,-49.89,-0.69,-7130.43,-0.66,-0.01,-0.65,1114.73,1163.38,220.64,198.67,19.79,17.08,2.71,12.44,18.66,-6.22,-7.67,-0.98,-6.69,-5.66,-1.14,-4.52
1325,恒大股份有限公司,2025,3,合併,61.83,71.45,-13.46,-17.87,-13.75,-29.96,-28.84,-24.52,-17.62,-3.51,-18.81,81.34,-0.05,-0.22,0.17,227.96,244.84,-6.89,-34.39,-25.11,-36.96,-68.41,-59.29,-15.38,-55.05,-11.04,-398.64,-0.65,-0.13,-0.52,2746.44,2897.86,91.12,94.42,3.32,3.26,0.06,-28.91,-19.24,-9.67,-46.64,-34.32,-12.32,-5.68,-26.32,20.64
1326,台灣化學纖維股份有限公司,2025,3,合併,69575.98,86898.52,-19.93,3034.03,1836.61,65.2,-214.68,-2088.56,89.72,1779.96,-1917.88,192.81,0.3,-0.33,0.63,222032.93,267315.49,-16.94,6697.24,11112.35,-39.73,-3181.37,-687.51,-362.74,-5501.94,1446.35,-480.4,-0.94,0.25,-1.19,482409.98,532104.42,169974.48,190643.22,35.23,35.83,-0.6,4.36,2.11,2.25,-0.31,-2.4,2.09,2.56,-2.21,4.77
1337,亞洲塑膠再生資源控股有限公司,2025,3,合併,152.49,180.87,-15.69,-45.55,-35.65,-27.77,-107.98,-94.17,-14.66,-116.74,-93.66,-24.64,-0.44,-0.35,-0.09,502.01,617.54,-18.71,-91.34,-83.42,-9.49,-295.65,-264.81,-11.65,-332.27,-281.31,-18.12,-1.24,-1.05,-0.19,6056.64,5955.83,2440.58,1643.89,40.3,27.6,12.7,-29.87,-19.71,-10.16,-70.81,-52.07,-18.74,-76.56,-51.78,-24.78
1338,廣華控股有限公司,2025,3,合併,1356.18,1184.97,14.45,356.4,316.48,12.61,34.83,-13.91,350.4,11.55,-28.84,140.05,0.14,-0.35,0.49,3884.46,3673.97,5.73,923.63,842.67,9.61,-26.52,-67.2,60.54,-163.23,-45.86,-255.93,-2.0,-0.55,-1.45,10176.69,10626.39,4272.34,4151.92,41.98,39.07,2.91,26.28,26.71,-0.43,2.57,-1.17,3.74,0.85,-2.43,3.28
1339,昭輝實業股份有限公司,2025,3,合併,382.46,476.31,-19.7,103.19,157.46,-34.47,29.32,73.15,-59.92,67.48,77.81,-13.28,0.91,1.05,-0.14,1289.67,1430.6,-9.85,450.31,496.24,-9.26,222.89,251.84,-11.5,83.37,301.89,-72.38,1.12,4.07,-2.95,5144.08,5090.14,1152.01,956.51,22.39,18.79,3.6,26.98,33.06,-6.08,7.67,15.36,-7.69,17.64,16.34,1.3
1340,勝悅新材料有限公司,2025,3,合併,9.22,12.27,-24.86,-10.96,12.27,-189.32,-39.34,-10.54,-273.24,-40.09,-135.85,70.49,-0.26,-0.89,0.63,32.74,35.38,-7.46,-25.0,35.38,-170.66,-103.84,-47.68,-117.79,-145.16,-354.24,59.02,-0.95,-2.32,1.37,2970.95,3828.68,249.63,340.49,8.4,8.89,-0.49,-118.84,100.0,-218.84,-426.54,-85.9,-340.64,-434.66,-1106.81,672.15
1341,富林塑膠工業（開曼）控股股份有限公司,2025,3,合併,605.52,687.59,-11.94,131.16,133.91,-2.05,49.93,71.71,-30.37,41.85,54.72,-23.52,0.79,1.04,-0.25,1878.78,1998.12,-5.97,422.68,414.97,1.86,193.6,229.27,-15.56,122.84,193.64,-36.56,2.32,3.69,-1.37,2018.84,2240.29,840.7,893.5,41.64,39.88,1.76,21.66,19.48,2.18,8.25,10.43,-2.18,6.91,7.96,-1.05
1402,遠東新世紀股份有限公司及子公司,2025,3,合併,61501.69,67273.78,-8.58,11848.39,14215.1,-16.65,3842.36,5012.49,-23.34,2119.54,1994.45,6.27,0.42,0.4,0.02,185299.98,200198.92,-7.44,38622.05,40289.71,-4.14,13739.88,13150.79,4.48,5424.0,7030.42,-22.85,1.08,1.4,-0.32,665187.93,672113.97,359556.46,358241.84,54.05,53.3,0.75,19.27,21.13,-1.86,6.25,7.45,-1.2,3.45,2.96,0.49
1410,南洋染整股份有限公司,2025,3,合併,39.96,66.44,-39.86,6.26,24.57,-74.52,-9.28,9.71,-195.57,26.88,6.1,340.66,0.43,0.1,0.33,142.71,175.61,-18.73,40.91,59.16,-30.85,-8.06,12.57,-164.12,25.81,26.62,-3.04,0.41,0.42,-0.01,1292.3,1338.65,211.41,217.82,16.36,16.27,0.09,15.66,36.98,-21.32,-23.22,14.61,-37.83,67.26,9.18,58.08
1414,東和紡織股份有限公司,2025,3,合併,99.08,122.37,-19.03,10.42,14.38,-27.54,-7.83,-4.58,-70.96,21.77,21.78,-0.05,0.1,0.1,0.0,358.86,405.21,-11.44,44.32,51.71,-14.29,-12.01,-7.17,-67.5,25.95,56.65,-54.19,0.12,0.26,-0.14,4148.24,4405.26,1044.64,1236.66,25.18,28.07,-2.89,10.51,11.75,-1.24,-7.9,-3.75,-4.15,21.97,17.8,4.17
1416,廣豐實業股份有限公司,2025,3,合併,86.29,83.67,3.13,29.07,30.75,-5.46,-3.68,-2.91,-26.46,72.87,42.16,72.84,0.39,0.23,0.16,249.11,239.0,4.23,83.13,88.64,-6.22,-12.43,-0.22,-5550.0,119.65,121.63,-1.63,0.65,0.66,-0.01,5815.51,5380.78,1557.77,1340.38,26.79,24.91,1.88,33.69,36.75,-3.06,-4.26,-3.48,-0.78,84.45,50.39,34.06
1417,嘉裕股份有限公司,2025,3,合併,97.63,110.11,-11.33,48.1,22.39,114.83,-8.26,-54.98,84.98,31.75,-29.52,207.55,0.17,-0.16,0.33,237.47,489.38,-51.48,124.6,183.24,-32.0,-43.35,-130.53,66.79,33.86,-64.65,152.37,0.18,-0.34,0.52,2836.36,3066.57,482.05,660.62,17.0,21.54,-4.54,49.27,20.34,28.93,-8.46,-49.94,41.48,32.52,-26.81,59.33
1418,東華龍股份有限公司 (原名:東華合纖股份有限公司),2025,3,合併,0.05,0.89,-94.38,0.05,0.16,-68.75,-19.74,7.51,-362.85,-38.66,-25.7,-50.43,-0.71,-0.47,-0.24,3.6,7.2,-50.0,0.5,1.11,-54.95,-57.69,-27.59,-109.1,-121.48,-85.44,-42.18,-2.24,-1.57,-0.67,5282.07,4969.2,4103.56,3782.95,77.69,76.13,1.56,100.0,18.38,81.62,-37247.17,846.45,-38093.62,-72941.51,-2897.75,-70043.76
1419,新光紡織股份有限公司,2025,3,合併,1253.35,1135.75,10.35,292.39,330.79,-11.61,97.83,149.46,-34.54,585.94,239.63,144.52,1.96,0.8,1.16,3253.89,2885.55,12.76,856.02,835.11,2.5,273.39,284.96,-4.06,1009.44,542.8,85.97,3.37,1.81,1.56,24764.27,20269.83,7457.99,5489.66,30.12,27.08,3.04,23.33,29.13,-5.8,7.81,13.16,-5.35,46.75,21.1,25.65
